tempmax_min,tempmax_max,tempmax_mean,tempmin_min,tempmin_max,tempmin_mean,temp_min,temp_max,temp_mean,feelslikemax_min,feelslikemax_max,feelslikemax_mean,feelslikemin_min,feelslikemin_max,feelslikemin_mean,feelslike_min,feelslike_max,feelslike_mean,dew_min,dew_max,dew_mean,precip_min,precip_max,precip_mean,precipprob_min,precipprob_max,precipprob_mean,precipcover_min,precipcover_max,precipcover_mean,snow_min,snow_max,snow_mean,snowdepth_min,snowdepth_max,snowdepth_mean,windgust_min,windgust_max,windgust_mean,windspeed_min,windspeed_max,windspeed_mean,winddir_min,winddir_max,winddir_mean,sealevelpressure_min,sealevelpressure_max,sealevelpressure_mean,humidity_min,humidity_max,humidity_mean,cloudcover_min,cloudcover_max,cloudcover_mean,visibility_min,visibility_max,visibility_mean,sunrise_min,sunrise_max,sunrise_mean,sunset_min,sunset_max,sunset_mean,moonphase_min,moonphase_max,moonphase_mean,conditions_<lambda>,sunlight_duration_min,sunlight_duration_max,sunlight_duration_mean,uvindex_min,uvindex_max,uvindex_mean,solarradiation_min,solarradiation_max,solarradiation_mean,solarenergy_min,solarenergy_max,solarenergy_mean,severerisk_min,severerisk_max,severerisk_mean,Active Energy (kWh)_sum,month
10.1,14.2,12.616666666666667,-0.2,2.3,0.3458333333333334,4.0,6.9,5.9750000000000005,10.1,14.2,12.616666666666667,-0.6,2.3,-0.1458333333333333,3.7,6.1,5.529166666666666,-0.6,2.6,1.8375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,64.1,40.34583333333333,16.2,25.6,21.725,0.5,360.0,83.02083333333333,1021.9,1022.7,1022.0708333333332,67.4,80.5,76.86666666666666,4.6,14.8,8.5625,7.9,24.1,12.079166666666667,7.75,7.816666666666666,7.783333333333333,17.716666666666665,17.783333333333335,17.75,0.19,0.19,0.19,0,597.55,599.3833333333333,598.5847222222222,4.0,5.0,4.75,102.4,130.8,115.25,8.8,11.3,9.9375,10.0,10.0,10.0,5471374.417972676,1.870967741935484
9.9,13.0,12.254166666666668,-1.4,1.0,0.0416666666666666,3.5,6.5,5.6375,7.6,13.0,12.083333333333334,-1.8,1.0,-1.3083333333333331,2.7,5.9,5.15,-2.6,1.5,0.0708333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,51.8,35.25833333333333,10.1,22.4,16.933333333333334,7.6,44.4,25.925,1023.4,1024.3,1023.6958333333332,59.4,73.2,70.16666666666667,0.0,4.5,1.0166666666666668,11.5,24.1,14.904166666666669,7.733333333333333,7.8,7.766666666666667,17.733333333333334,17.816666666666666,17.766666666666666,0.25,0.25,0.25,0,599.5833333333334,601.3833333333333,600.59375,5.0,5.0,5.0,132.6,143.9,136.92499999999998,11.4,12.4,11.891666666666666,10.0,10.0,10.0,4928542.984667227,1.903225806451613
8.8,13.0,12.133333333333333,-1.1,1.9,0.9416666666666668,3.1,6.6,5.629166666666666,7.0,13.0,12.05,-3.2,0.1,-0.4833333333333334,1.4,5.6,4.7625,-3.4,0.1,-0.8583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,65.5,30.9,6.5,21.2,13.9,47.2,125.0,73.95,1024.2,1025.5,1024.5625,58.4,68.7,65.9375,0.0,8.5,4.179166666666666,10.0,24.1,13.525,7.716666666666667,7.783333333333333,7.75,17.75,17.833333333333332,17.8,0.26,0.26,0.26,0,601.6666666666666,603.4333333333333,602.6430555555555,5.0,5.0,5.0,122.1,141.3,128.4,10.5,12.1,11.083333333333334,10.0,10.0,10.0,5036307.764385198,1.935483870967742
9.6,14.0,12.895833333333334,-1.3,0.0,-0.6708333333333334,3.2,6.8,5.858333333333333,7.7,14.0,12.816666666666668,-3.8,-0.6,-2.5125,2.2,6.3,5.229166666666667,-2.0,0.1,-0.6291666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,53.6,27.025,8.3,18.4,15.491666666666667,44.0,122.0,80.2625,1027.9,1029.8,1028.4,64.9,73.2,66.38333333333334,0.0,21.5,8.387500000000001,10.0,24.1,13.525,7.7,7.766666666666667,7.733333333333333,17.766666666666666,17.85,17.816666666666666,0.29,0.29,0.29,0,603.75,605.4833333333333,604.7215277777779,5.0,6.0,5.125,133.7,148.7,139.54999999999998,11.6,12.8,12.0625,10.0,10.0,10.0,5657332.279269913,1.967741935483871
11.4,14.0,13.495833333333332,-2.1,0.4,-0.925,3.9,5.9,5.6000000000000005,11.4,14.0,13.495833333333332,-3.7,-1.8,-3.3208333333333333,3.8,5.4,5.0625,-2.1,1.6,0.1708333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,32.4,22.09166666666667,5.8,20.1,15.679166666666667,1.3,358.9,52.30833333333334,1030.0,1031.3,1030.2958333333331,60.4,77.2,70.8875,0.0,5.3,0.8874999999999998,10.0,24.1,13.525,7.683333333333334,7.75,7.716666666666667,17.8,17.866666666666667,17.833333333333332,0.32,0.32,0.32,0,605.9,607.6,606.8381944444444,5.0,6.0,5.291666666666667,120.5,144.1,128.35,10.4,12.4,11.091666666666669,10.0,10.0,10.0,5875807.776065219,2.0
11.9,15.0,14.1375,-1.3,0.8,-0.1708333333333333,5.1,6.8,6.383333333333333,11.9,15.0,14.1375,-2.6,-0.2,-2.370833333333333,3.9,6.4,5.8125,0.0,3.1,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,31.0,22.05,6.5,11.2,10.425,6.8,125.8,55.925,1027.9,1029.0,1028.1666666666667,70.2,80.4,75.24583333333334,0.0,8.2,0.8333333333333334,9.7,24.1,13.345833333333331,7.666666666666667,7.733333333333333,7.7,17.816666666666666,17.883333333333333,17.85,0.36,0.36,0.36,0,608.05,609.7166666666667,608.9770833333333,5.0,6.0,5.416666666666667,119.1,141.5,127.78333333333332,10.2,12.1,10.970833333333331,10.0,10.0,10.0,5887599.820439259,2.0357142857142856
12.6,17.0,15.875,0.3,1.8,1.3,5.5,8.0,7.529166666666666,12.6,17.0,15.875,-1.6,0.4,-0.4666666666666666,4.9,7.5,6.8500000000000005,0.4,3.4,2.595833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,38.9,22.27083333333333,7.9,14.8,12.85,78.4,164.3,132.3375,1028.5,1030.1,1028.8875,70.8,77.0,74.2375,0.0,9.2,1.5416666666666667,10.1,24.1,13.704166666666667,7.65,7.716666666666667,7.683333333333334,17.833333333333332,17.916666666666668,17.866666666666667,0.39,0.39,0.3899999999999999,0,610.2333333333333,611.8833333333333,611.1520833333333,5.0,6.0,5.333333333333333,113.0,144.8,124.74166666666667,9.8,12.5,10.820833333333333,10.0,10.0,10.0,6146372.439150363,2.0714285714285716
14.6,18.2,16.979166666666668,-0.6,2.5,0.425,7.0,8.2,8.004166666666666,14.6,18.2,16.979166666666668,-1.8,1.0,-0.9166666666666666,6.8,7.8,7.529166666666666,0.0,4.0,2.7583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,38.9,20.604166666666668,6.1,16.6,14.1875,7.3,359.2,148.1,1031.7,1032.5,1031.8583333333331,58.2,79.5,72.675,0.0,4.7,0.4833333333333333,9.8,24.1,13.375,7.633333333333333,7.7,7.666666666666667,17.85,17.933333333333334,17.9,0.42,0.42,0.42,0,612.45,614.05,613.3444444444444,5.0,6.0,5.291666666666667,123.6,148.7,132.25416666666666,10.6,12.8,11.370833333333332,10.0,10.0,10.0,4819371.538547235,2.107142857142857
15.1,17.4,16.629166666666666,-0.2,3.4,1.2375,7.6,8.7,8.1,15.1,17.4,16.629166666666666,-0.6,1.4,0.0666666666666666,7.3,7.9,7.608333333333333,-2.1,4.2,2.720833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,36.7,23.008333333333336,5.4,17.7,14.741666666666667,26.9,343.7,280.37916666666666,1032.1,1033.0,1032.3125,47.6,81.4,72.3,0.0,8.9,6.504166666666666,7.3,24.1,11.595833333333331,7.616666666666667,7.683333333333334,7.65,17.883333333333333,17.95,17.916666666666668,0.46,0.46,0.46,0,614.7,616.2666666666667,615.5708333333333,5.0,6.0,5.5,135.5,152.9,141.54583333333335,11.7,13.1,12.179166666666667,10.0,10.0,10.0,4638837.656090452,2.142857142857143
14.6,18.1,17.258333333333336,0.3,3.4,1.2916666666666667,7.7,9.0,8.733333333333333,14.6,18.1,17.258333333333336,0.1,2.7,0.6166666666666667,6.6,8.8,8.320833333333333,-2.7,2.7,1.2291666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,53.6,34.75833333333333,10.1,15.5,13.891666666666667,42.3,119.8,60.68333333333333,1029.3,1031.0,1029.7583333333334,47.1,69.8,63.5875,0.0,0.0,0.0,7.6,24.1,11.8125,7.6,7.666666666666667,7.633333333333333,17.9,17.966666666666665,17.933333333333334,0.5,0.5,0.5,0,616.9666666666667,618.5166666666667,617.8215277777778,5.0,6.0,5.541666666666667,138.1,154.5,145.19583333333333,11.9,13.3,12.55,10.0,10.0,10.0,5206663.54404262,2.1785714285714284
13.6,17.4,15.691666666666668,1.0,2.7,1.6166666666666665,7.1,8.7,7.891666666666667,13.6,17.4,15.691666666666668,-0.2,1.9,1.15,6.1,8.5,7.399999999999999,-1.4,3.0,1.9333333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,74.5,36.9,10.8,18.4,16.075,14.7,118.0,39.5,1022.9,1024.5,1023.2833333333332,55.7,73.8,68.65833333333333,3.9,15.0,10.25,10.1,24.1,13.641666666666666,7.583333333333333,7.65,7.616666666666667,17.916666666666668,17.983333333333334,17.95,0.53,0.53,0.53,0,619.2666666666667,620.7666666666667,620.1013888888889,5.0,6.0,5.5,136.5,154.0,145.21666666666667,11.8,13.3,12.525,10.0,10.0,10.0,5862770.074176221,2.2142857142857144
11.1,16.0,15.033333333333331,1.4,4.0,3.5416666666666665,6.8,9.8,9.05,11.1,16.0,15.033333333333331,-0.2,4.0,3.025,4.7,9.5,8.5,-0.4,1.8,1.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,91.4,44.09583333333333,9.4,20.9,17.825,39.0,113.5,83.1375,1018.7,1020.1,1019.0791666666668,59.5,63.6,60.32916666666667,11.2,19.0,13.066666666666668,10.0,24.1,13.525,7.566666666666666,7.633333333333333,7.6,17.933333333333334,18.016666666666666,17.966666666666665,0.56,0.56,0.56,0,621.5833333333334,623.05,622.4006944444444,5.0,6.0,5.416666666666667,127.1,151.3,138.29166666666666,11.1,13.0,11.933333333333332,10.0,10.0,10.0,5917152.689962904,2.25
9.8,14.8,13.208333333333334,4.5,5.7,4.9375,6.5,10.0,9.3375,7.0,14.8,13.091666666666669,0.7,4.5,2.8708333333333336,3.5,9.3,8.25,1.9,4.6,3.9125,0.6,2.9,1.2125,100.0,100.0,100.0,8.33,37.5,14.580833333333333,0.0,0.0,0.0,0.0,0.2,0.0166666666666666,35.6,101.9,52.54166666666666,17.3,25.9,23.195833333333336,72.2,113.0,98.90833333333336,1019.9,1021.8,1020.3916666666668,67.7,76.1,69.76666666666667,42.6,81.2,51.2125,10.5,21.0,12.4625,7.55,7.616666666666667,7.583333333333333,17.95,18.033333333333335,18.0,0.59,0.59,0.59,4,623.9166666666666,625.3666666666667,624.7263888888889,2.0,6.0,4.25,52.2,118.6,81.05,4.4,10.2,7.1125,10.0,10.0,10.0,6127654.200647996,2.2857142857142856
13.1,18.6,17.212500000000002,3.1,7.0,6.4,8.5,12.6,11.679166666666667,13.1,18.6,17.212500000000002,2.8,7.0,6.045833333333333,7.3,12.5,11.4,1.3,4.3,3.654166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,79.9,33.862500000000004,7.6,18.4,15.704166666666666,54.0,124.1,105.125,1027.2,1028.9,1027.5666666666666,58.0,66.2,59.02916666666667,9.3,23.2,18.370833333333334,10.1,24.1,13.704166666666667,7.533333333333333,7.6,7.566666666666666,17.983333333333334,18.05,18.016666666666666,0.63,0.63,0.63,0,626.2833333333333,627.6833333333333,627.06875,5.0,6.0,5.583333333333333,151.4,161.2,157.54166666666666,13.0,14.0,13.6875,10.0,10.0,10.0,5951549.2302186815,2.3214285714285716
10.4,16.4,14.570833333333333,3.3,6.0,5.633333333333333,6.8,11.1,10.233333333333333,10.4,16.4,14.570833333333333,0.8,6.0,4.829166666666667,4.2,10.6,9.366666666666667,-2.3,1.4,0.4875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,97.6,52.29166666666666,16.6,29.5,23.704166666666666,90.7,122.1,114.025,1030.0,1032.1,1030.4375,49.1,56.9,52.32916666666667,0.0,24.5,13.716666666666669,10.1,24.1,13.816666666666668,7.516666666666667,7.583333333333333,7.55,18.0,18.066666666666666,18.033333333333335,0.66,0.66,0.66,0,628.6666666666666,630.0333333333333,629.4361111111111,5.0,6.0,5.416666666666667,135.7,160.1,144.9,11.6,13.8,12.4375,10.0,10.0,10.0,5843716.080917698,2.357142857142857
10.5,16.6,14.929166666666667,2.4,8.0,5.883333333333333,6.6,11.3,10.3875,10.5,16.6,14.929166666666667,-1.5,4.8,2.8166666666666664,3.4,10.5,9.166666666666666,-2.2,0.8,-0.1291666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.9,113.8,58.40416666666667,18.4,31.7,27.3,94.7,123.0,119.3,1026.8,1029.0,1027.2125,46.8,56.3,48.5,23.4,58.5,40.4375,10.0,24.1,13.525,7.5,7.55,7.516666666666667,18.016666666666666,18.083333333333332,18.05,0.7,0.7,0.6999999999999998,2,631.0833333333334,632.4166666666666,631.8208333333333,5.0,6.0,5.666666666666667,111.0,158.1,129.5875,9.7,13.7,11.170833333333334,10.0,10.0,10.0,5297147.350132328,2.392857142857143
10.3,15.8,14.383333333333333,4.9,10.0,8.9875,7.4,12.8,11.741666666666667,10.3,15.8,14.383333333333333,1.7,10.0,7.558333333333334,4.9,12.7,11.2625,-0.3,3.5,2.4375,0.0,0.3,0.1125,0.0,100.0,95.83333333333331,0.0,12.5,4.690416666666667,0.0,0.0,0.0,0.0,0.0,0.0,34.2,86.8,48.22916666666666,14.4,29.5,24.8875,92.3,137.4,127.07083333333333,1026.0,1028.8,1026.4291666666666,51.6,62.7,52.97083333333333,61.9,93.3,69.42083333333333,10.0,24.1,13.525,7.466666666666667,7.533333333333333,7.5,18.033333333333335,18.116666666666667,18.083333333333332,0.73,0.73,0.73,4,633.5166666666667,634.8,634.2236111111112,3.0,6.0,5.041666666666667,76.1,121.9,98.65833333333336,6.7,10.5,8.450000000000001,10.0,10.0,10.0,5145376.816331353,2.4285714285714284
12.6,19.5,17.375,7.1,12.0,10.8875,9.3,14.2,13.375,12.6,19.5,17.375,5.6,12.0,10.345833333333331,8.2,14.2,13.2625,0.8,5.5,3.7916666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,95.0,50.95416666666667,14.8,27.7,24.75,91.7,144.9,134.72916666666666,1027.2,1029.6,1027.5583333333334,49.0,60.1,52.770833333333336,62.0,87.6,69.3875,10.0,24.1,13.5875,7.45,7.516666666666667,7.483333333333333,18.066666666666666,18.133333333333333,18.1,0.75,0.75,0.75,2,635.95,637.2166666666667,636.6513888888888,5.0,6.0,5.583333333333333,115.5,140.9,128.38333333333333,10.0,12.2,11.083333333333334,10.0,10.0,10.0,5708232.722254697,2.4642857142857144
12.9,18.8,17.004166666666666,5.9,10.0,9.1625,9.2,14.2,13.166666666666666,12.9,18.8,17.004166666666666,3.2,10.0,7.708333333333333,7.8,13.9,12.8875,2.1,5.4,4.670833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.7,99.0,55.7375,20.2,29.5,27.7125,99.3,142.5,135.6875,1022.9,1025.8,1023.375,55.0,64.8,56.78333333333333,50.1,71.7,58.17083333333333,10.1,24.1,13.641666666666666,7.433333333333334,7.5,7.466666666666667,18.083333333333332,18.15,18.116666666666667,0.8,0.8,0.8000000000000002,2,638.4,639.6333333333333,639.0895833333333,5.0,6.0,5.458333333333333,118.3,155.7,131.4125,10.3,13.4,11.366666666666667,10.0,10.0,10.0,5782486.163165884,2.5
14.6,20.0,18.691666666666663,5.4,10.0,8.883333333333333,9.7,14.3,13.325,14.6,20.0,18.691666666666663,4.8,10.0,8.154166666666667,8.7,14.3,13.1,3.1,7.0,5.770833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,79.9,42.85416666666666,14.4,24.1,21.1125,81.2,121.5,108.4375,1023.7,1025.5,1024.1041666666667,58.6,67.4,61.4625,20.2,27.7,23.9875,10.7,24.1,14.154166666666669,7.416666666666667,7.483333333333333,7.45,18.1,18.166666666666668,18.133333333333333,0.83,0.83,0.83,2,640.8833333333333,642.0833333333334,641.5465277777778,5.0,6.0,5.833333333333333,134.7,163.0,144.75,11.6,14.0,12.479166666666666,10.0,10.0,10.0,5644072.7772351215,2.5357142857142856
16.3,20.0,18.979166666666668,2.9,5.0,4.720833333333333,9.0,11.9,11.295833333333334,16.3,20.0,18.979166666666668,1.9,5.0,4.320833333333334,8.7,11.9,11.1125,3.3,7.1,5.854166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,33.8,27.0125,10.1,23.4,19.79583333333333,4.1,357.0,72.27499999999999,1027.6,1029.0,1027.8833333333332,64.5,76.1,71.4875,0.2,10.6,4.045833333333333,10.1,24.1,13.641666666666666,7.383333333333334,7.45,7.416666666666667,18.116666666666667,18.183333333333334,18.15,0.87,0.87,0.87,0,643.3833333333333,644.5333333333333,644.0194444444445,5.0,6.0,5.583333333333333,142.1,167.0,151.02083333333334,12.1,14.4,12.954166666666666,10.0,10.0,10.0,5657432.939807118,2.571428571428571
15.5,21.7,20.15,5.0,7.5,5.679166666666667,10.5,13.7,12.8625,15.5,21.7,20.15,4.6,6.0,5.220833333333333,9.8,13.6,12.675,-1.7,3.7,2.058333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,72.0,36.6375,9.4,25.6,19.01666666666667,49.4,119.3,79.53750000000001,1026.4,1028.2,1026.8458333333333,41.3,55.5,53.020833333333336,0.0,13.4,6.545833333333333,10.1,24.1,13.775,7.366666666666666,7.433333333333334,7.4,18.133333333333333,18.216666666666665,18.166666666666668,0.9,0.9,0.9,0,645.8833333333333,647.0,646.50625,5.0,7.0,5.541666666666667,149.8,178.1,159.63333333333333,12.9,15.5,13.783333333333331,10.0,10.0,10.0,5517012.556917429,2.607142857142857
12.5,18.0,16.491666666666667,7.7,9.6,8.9125,10.6,12.3,12.025,12.5,18.0,16.491666666666667,7.4,8.7,8.424999999999999,10.1,12.3,11.983333333333334,2.4,6.2,5.358333333333333,0.9,1.8,1.0458333333333334,100.0,100.0,100.0,8.33,20.83,10.414166666666668,0.0,0.0,0.0,0.0,0.0,0.0,16.2,71.3,28.52083333333333,9.4,15.5,12.7375,13.7,127.6,61.45416666666667,1025.5,1027.3,1025.8708333333334,57.8,67.4,64.95833333333333,60.4,87.1,67.63333333333334,10.0,24.1,13.458333333333334,7.35,7.416666666666667,7.383333333333334,18.15,18.233333333333334,18.2,0.94,0.94,0.94,4,648.4,649.4833333333333,649.0097222222222,1.0,4.0,3.0,25.5,91.5,60.9,2.2,7.8,5.320833333333334,10.0,10.0,10.0,5240720.747804333,2.642857142857143
16.9,21.8,20.17083333333333,5.8,8.2,6.425,11.2,13.6,13.0,16.9,21.8,20.17083333333333,5.8,6.9,6.129166666666666,11.1,13.6,12.908333333333331,6.1,8.3,7.808333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,39.6,24.95,6.8,18.4,14.5875,27.4,128.8,49.6125,1023.1,1024.8,1023.4916666666668,70.8,77.2,73.33749999999999,38.7,57.7,44.6625,9.2,24.0,13.179166666666667,7.333333333333333,7.383333333333334,7.35,18.183333333333334,18.25,18.216666666666665,0.97,0.97,0.97,2,650.95,651.9833333333333,651.5208333333334,2.0,6.0,5.625,71.9,167.5,128.46666666666667,6.3,14.5,11.1625,10.0,10.0,10.0,4873492.1545119,2.678571428571429
15.1,18.2,17.741666666666667,8.8,10.6,9.9875,11.5,13.9,13.570833333333333,15.1,18.2,17.741666666666667,8.6,10.6,9.945833333333333,11.3,13.9,13.5625,3.7,9.5,8.025,0.1,0.5,0.2166666666666666,100.0,100.0,100.0,4.17,16.67,5.732083333333333,0.0,0.0,0.0,0.0,0.0,0.0,24.8,61.2,34.3875,9.0,16.6,13.920833333333334,88.4,218.5,152.12916666666666,1019.9,1021.2,1020.175,53.9,78.2,71.12083333333334,60.0,99.5,73.54166666666667,9.8,22.8,12.95,7.3,7.366666666666666,7.333333333333333,18.2,18.266666666666666,18.233333333333334,0.0,0.0,0.0,4,653.4833333333333,654.5,654.0500000000001,3.0,5.0,4.041666666666667,58.6,111.0,83.29166666666667,5.3,9.6,7.179166666666667,10.0,10.0,10.0,5382251.088708648,2.7142857142857144
13.9,15.1,14.895833333333334,7.2,8.2,7.575,10.4,11.3,11.141666666666667,13.9,15.1,14.895833333333334,6.6,7.8,6.791666666666667,10.2,11.1,10.941666666666665,7.2,9.7,8.975,0.0,5.7,1.1416666666666666,0.0,100.0,25.0,0.0,33.33,7.464583333333333,0.0,0.0,0.0,0.0,0.0,0.0,24.1,38.2,28.89583333333333,9.0,13.7,12.266666666666666,231.0,291.0,268.12916666666666,1019.8,1020.2,1020.0583333333334,81.3,90.4,87.32083333333333,56.9,65.8,62.36666666666667,8.0,21.2,10.866666666666667,7.283333333333333,7.35,7.316666666666666,18.216666666666665,18.283333333333335,18.25,0.04,0.04,0.04,2,656.05,657.0333333333333,656.5916666666667,3.0,6.0,4.25,70.5,159.2,96.35833333333332,6.1,13.9,8.383333333333335,10.0,10.0,10.0,5094432.485142451,2.75
12.4,15.0,14.475,6.2,9.8,9.154166666666669,9.3,12.1,11.404166666666669,12.4,15.0,14.475,6.1,9.2,8.575,8.9,12.1,11.329166666666666,6.2,9.7,9.0625,0.0,0.3,0.1916666666666666,0.0,100.0,95.83333333333331,0.0,12.5,4.8637500000000005,0.0,0.0,0.0,0.0,0.0,0.0,21.6,50.0,36.16666666666666,9.4,26.6,22.154166666666665,268.8,345.7,330.8583333333333,1020.0,1020.6,1020.4458333333332,82.6,88.5,86.10000000000001,57.7,83.8,64.43333333333334,7.9,22.4,11.1875,7.25,7.316666666666666,7.283333333333333,18.233333333333334,18.3,18.266666666666666,0.07,0.07,0.07,4,658.6333333333333,659.55,659.1437500000001,3.0,7.0,4.875,77.4,163.8,99.6875,6.8,14.1,8.591666666666667,10.0,10.0,10.0,5405926.408002966,2.7857142857142856
7.7,11.8,10.5875,1.9,7.4,4.6625000000000005,5.1,9.9,8.237499999999999,5.4,11.8,10.004166666666666,0.6,5.3,3.341666666666667,3.3,8.8,6.9750000000000005,0.5,3.8,2.5625,0.0,1.0,0.8333333333333334,0.0,100.0,95.83333333333331,0.0,20.83,9.719583333333334,0.0,0.0,0.0,0.0,0.0,0.0,37.8,73.8,48.84166666666667,14.4,33.5,28.129166666666663,279.1,350.1,335.2,1015.5,1016.9,1016.5625,65.2,78.2,68.60000000000001,39.0,71.6,52.25833333333333,14.9,24.1,16.212500000000002,7.233333333333333,7.3,7.266666666666667,18.25,18.333333333333332,18.283333333333335,0.11,0.11,0.11,4,661.2,662.1,661.7062500000001,7.0,7.0,7.0,168.5,191.0,179.9,14.5,16.4,15.5375,10.0,10.0,10.0,5637393.871105479,2.821428571428571
9.4,12.0,11.495833333333332,-1.8,1.7,0.2875,3.6,7.1,6.333333333333333,8.1,12.0,11.345833333333331,-3.0,-0.2,-1.1083333333333334,3.2,6.1,5.495833333333334,-0.3,3.4,2.529166666666667,0.1,1.2,0.9708333333333332,100.0,100.0,100.0,4.17,12.5,8.504166666666666,0.0,0.0,0.0,0.0,0.0,0.0,25.6,38.5,29.375,10.4,21.1,18.729166666666668,240.2,275.4,253.95,1011.5,1012.4,1011.8041666666668,77.7,79.4,78.72500000000001,37.5,54.6,44.36666666666667,9.6,24.0,13.05,7.216666666666667,7.266666666666667,7.233333333333333,18.266666666666666,18.35,18.316666666666666,0.14,0.14,0.14,4,663.8166666666667,664.6666666666666,664.2826388888889,5.0,7.0,6.5,120.0,188.9,161.36666666666667,10.7,16.3,14.045833333333334,10.0,10.0,10.0,5854730.288100313,2.857142857142857
7.3,13.0,11.3875,-0.2,3.0,2.0125,3.9,7.7,6.8875,6.1,13.0,11.245833333333332,-0.2,1.8,0.4375,3.4,6.9,6.1875,1.9,5.7,4.833333333333333,0.8,5.0,4.058333333333334,100.0,100.0,100.0,16.67,25.0,17.710833333333337,0.0,0.0,0.0,0.0,0.0,0.0,17.3,36.4,23.070833333333336,7.2,19.0,14.95,167.7,273.5,194.20416666666665,1008.0,1009.1,1008.3416666666668,85.5,88.7,87.71666666666665,54.0,87.4,62.458333333333336,9.4,24.0,13.004166666666668,7.183333333333334,7.25,7.216666666666667,18.3,18.366666666666667,18.333333333333332,0.17,0.17,0.17,4,666.4166666666666,667.2333333333333,666.8638888888889,2.0,6.0,3.7916666666666665,54.5,107.8,72.82083333333334,4.6,9.4,6.270833333333333,10.0,10.0,10.0,5431783.507819564,2.892857142857143
11.5,14.6,13.7125,2.5,6.0,4.591666666666667,6.6,9.4,8.670833333333333,11.5,14.6,13.7125,0.9,4.4,3.6875,6.3,9.0,8.354166666666666,3.8,6.7,5.954166666666667,0.0,0.5,0.375,0.0,100.0,75.0,0.0,4.17,3.1275,0.0,0.0,0.0,0.0,0.0,0.0,22.7,43.9,31.629166666666663,9.4,18.4,16.491666666666667,2.1,351.4,288.3625,1011.5,1011.9,1011.6083333333332,82.8,84.9,84.47916666666667,35.4,53.6,40.12083333333333,8.3,24.1,12.295833333333334,7.166666666666667,7.216666666666667,7.183333333333334,18.316666666666666,18.383333333333333,18.35,0.2,0.2,0.2,4,669.0166666666667,669.8166666666667,669.4541666666667,6.0,7.0,6.25,144.2,188.2,170.63333333333333,12.4,16.2,14.8,10.0,10.0,10.0,4919137.158245465,2.928571428571429
